"Date","Price","Open","High","Low","Vol.","Change %"
"11/06/2019","586.75","590.25","596.50","581.75","44.80K","-0.47%"
"11/05/2019","589.50","589.75","592.75","588.00","42.64K","-0.76%"
"11/04/2019","594.00","586.00","596.50","583.50","38.21K","2.77%"
"11/01/2019","578.00","568.25","586.00","567.50","39.43K","1.94%"
"10/31/2019","567.00","576.25","582.25","563.75","61.60K","-2.58%"
"10/30/2019","582.00","590.50","592.50","574.50","46.47K","-1.56%"
"10/29/2019","591.25","593.75","594.00","582.50","63.12K","-0.08%"
"10/28/2019","591.75","598.50","600.75","590.50","60.06K","-1.00%"
"10/25/2019","597.75","600.25","601.50","589.50","81.70K","-0.21%"
"10/24/2019","599.00","593.00","602.50","590.75","73.31K","1.40%"
"10/23/2019","590.75","587.50","595.00","581.00","93.12K","-0.38%"
"10/22/2019","593.00","586.75","595.25","584.00","70.32K","1.89%"
"10/21/2019","582.00","588.75","589.75","578.25","61.57K","-1.23%"
"10/18/2019","589.25","590.50","593.75","585.25","46.05K","0.90%"
"10/17/2019","584.00","586.00","592.25","581.50","64.55K","-0.64%"
"10/16/2019","587.75","582.00","592.25","580.25","75.39K","0.73%"
"10/15/2019","583.50","580.25","587.75","572.75","99.13K","0.73%"
"10/14/2019","579.25","595.00","595.00","577.25","107.69K","-2.77%"
"10/11/2019","595.75","587.25","597.50","584.25","106.15K","0.76%"
"10/10/2019","591.25","585.00","588.25","581.75","6.46K","0.00%"
"10/09/2019","591.25","579.25","595.75","578.50","47.91K","2.16%"
"10/08/2019","578.75","583.75","587.25","573.50","61.93K","-1.70%"
"10/07/2019","588.75","578.50","592.00","577.00","57.98K","1.55%"
"10/04/2019","579.75","573.00","583.25","572.00","49.19K","2.38%"
"10/03/2019","566.25","571.00","574.00","557.50","52.65K","-0.74%"
"10/02/2019","570.50","586.75","588.00","569.50","51.80K","-2.85%"
"10/01/2019","587.25","586.25","592.00","580.50","49.53K","-0.51%"
"09/30/2019","590.25","600.75","600.75","583.75","52.66K","-1.99%"
"09/27/2019","602.25","597.50","604.50","588.25","54.74K","1.52%"
"09/26/2019","593.25","599.25","602.00","590.50","51.71K","-0.54%"
"09/25/2019","596.50","597.00","599.50","588.75","61.26K","-1.57%"
"09/24/2019","606.00","612.00","612.75","596.50","59.37K","-0.98%"
"09/23/2019","612.00","621.00","621.00","606.50","70.47K","-0.85%"
"09/20/2019","617.25","619.25","621.00","611.25","57.62K","0.24%"
"09/19/2019","615.75","607.25","624.00","606.50","94.60K","0.78%"
"09/18/2019","611.00","611.50","617.25","602.50","100.34K","-1.45%"
"09/17/2019","620.00","641.75","650.00","606.75","186.20K","-2.71%"
"09/16/2019","637.25","615.00","673.50","613.50","220.72K","10.44%"
"09/13/2019","577.00","579.50","580.00","570.75","73.89K","-2.12%"
"09/12/2019","589.50","584.50","585.00","575.25","2.97K","0.00%"
"09/11/2019","589.50","596.25","598.75","577.75","28.89K","-1.87%"
"09/10/2019","600.75","594.00","602.25","590.25","38.69K","1.44%"
"09/09/2019","592.25","580.75","593.75","580.75","35.16K","2.91%"
"09/06/2019","575.50","576.25","583.75","563.75","39.18K","-1.83%"
"09/05/2019","586.25","577.00","588.00","574.50","45.81K","2.13%"
"09/04/2019","574.00","554.75","577.75","554.75","38.83K","4.17%"
"09/03/2019","551.00","558.00","559.50","547.00","54.77K","-0.81%"
"09/02/2019","555.50","563.75","565.75","554.25","31.10K","-0.98%"
"08/30/2019","561.00","572.75","575.00","558.00","52.06K","-1.88%"
"08/29/2019","571.75","569.25","574.25","566.00","52.24K","0.40%"
"08/28/2019","569.50","562.25","572.00","560.75","40.82K","2.89%"
"08/27/2019","553.50","552.75","563.75","552.50","59.37K","-0.81%"
"08/26/2019","558.00","553.00","564.75","551.25","31.39K","0.36%"
"08/23/2019","556.00","565.00","566.25","552.00","62.16K","-1.59%"
"08/22/2019","565.00","571.00","573.00","562.25","38.44K","-1.22%"
"08/21/2019","572.00","568.50","576.50","566.50","86.73K","1.51%"
"08/20/2019","563.50","562.50","570.00","560.25","52.33K","0.45%"
"08/19/2019","561.00","557.75","566.75","557.25","55.89K","0.27%"
"08/16/2019","559.50","559.25","565.50","555.50","49.30K","-0.09%"
"08/15/2019","560.00","567.00","569.00","556.00","67.90K","-0.18%"
"08/14/2019","561.00","579.75","579.75","558.50","75.32K","-2.60%"
"08/13/2019","576.00","557.25","582.00","553.25","85.20K","3.69%"
"08/12/2019","555.50","553.50","556.00","551.50","6.24K","0.00%"
"08/09/2019","555.50","545.75","558.50","542.25","40.19K","2.35%"
"08/08/2019","542.75","543.75","547.50","537.00","42.85K","1.69%"
"08/07/2019","533.75","554.75","557.75","532.00","49.60K","-4.56%"
"08/06/2019","559.25","562.00","566.75","554.25","47.71K","-0.97%"
"08/05/2019","564.75","575.50","576.25","558.75","41.39K","-2.29%"
"08/02/2019","578.00","571.00","584.75","570.25","44.27K","-1.41%"
"08/01/2019","586.25","595.75","599.25","562.25","44.17K","-2.58%"
"07/31/2019","601.75","600.00","604.75","597.00","34.49K","1.60%"
"07/30/2019","592.25","587.75","601.50","587.75","40.55K","0.94%"
"07/29/2019","586.75","583.25","589.75","582.50","38.04K","0.47%"
"07/26/2019","584.00","585.25","590.00","583.50","25.10K","-0.72%"
"07/25/2019","588.25","584.50","591.25","584.00","31.67K","-0.72%"
"07/24/2019","592.50","592.00","597.00","580.25","47.48K","1.28%"
"07/23/2019","585.00","582.75","592.00","578.75","48.34K","0.04%"
"07/22/2019","584.75","582.00","592.00","580.75","52.55K","1.52%"
"07/19/2019","576.00","577.00","585.00","573.75","61.44K","1.23%"
"07/18/2019","569.00","579.00","585.75","567.00","88.49K","-2.40%"
"07/17/2019","583.00","581.25","590.50","576.75","74.93K","-2.83%"
"07/16/2019","600.00","595.50","603.50","578.00","78.73K","-0.08%"
"07/15/2019","600.50","604.25","607.75","595.00","48.44K","-0.74%"
"07/12/2019","605.00","606.75","608.50","603.00","57.94K","1.77%"
"07/11/2019","594.50","605.00","612.25","605.00","7.43K","0.00%"
"07/10/2019","594.50","582.25","604.50","581.75","31.13K","3.17%"
"07/09/2019","576.25","573.75","582.50","573.25","47.90K","-0.52%"
"07/08/2019","579.25","579.25","583.00","573.50","42.00K","0.43%"
"07/05/2019","576.75","573.25","580.00","569.00","28.69K","0.35%"
"07/04/2019","574.75","577.50","579.25","571.50","21.68K","0.17%"
"07/03/2019","573.75","575.00","579.25","567.75","34.22K","-0.65%"
"07/02/2019","577.50","591.00","595.00","571.00","46.05K","-2.20%"
"07/01/2019","590.50","591.25","605.00","586.75","52.63K","-0.76%"
"06/28/2019","595.00","595.25","599.50","584.25","41.68K","0.17%"
"06/27/2019","594.00","598.00","600.00","593.00","49.13K","-0.88%"
"06/26/2019","599.25","594.50","603.25","593.00","48.03K","1.74%"
"06/25/2019","589.00","584.25","594.75","579.50","34.93K","1.60%"
"06/24/2019","579.75","589.25","592.25","578.00","41.43K","-1.24%"
"06/21/2019","587.00","582.75","593.25","576.75","63.98K","1.29%"
"06/20/2019","579.50","564.25","584.25","564.00","64.85K","3.44%"
"06/19/2019","560.25","562.50","565.75","557.00","57.64K","-0.40%"
"06/18/2019","562.50","553.50","565.50","547.00","66.60K","0.81%"
"06/17/2019","558.00","561.25","565.25","552.25","56.29K","-1.06%"
"06/14/2019","564.00","557.00","566.00","554.00","61.40K","1.08%"
"06/13/2019","558.00","546.00","566.00","545.25","94.49K","-0.22%"
"06/12/2019","559.25","553.50","554.75","549.75","3.56K","0.00%"
"06/11/2019","559.25","556.50","562.00","553.00","34.40K","0.00%"
"06/10/2019","559.25","560.50","566.00","553.25","33.77K","0.22%"
"06/07/2019","558.00","553.50","563.50","550.50","25.87K","2.95%"
"06/06/2019","542.00","545.25","555.75","538.50","44.00K","-0.05%"
"06/05/2019","542.25","556.75","560.75","535.50","46.40K","-3.26%"
"06/04/2019","560.50","550.00","563.25","548.50","43.79K","-0.22%"
"06/03/2019","561.75","564.50","572.25","554.00","50.23K","-2.73%"
"05/31/2019","577.50","590.50","590.75","564.00","43.44K","-3.43%"
"05/30/2019","598.00","608.50","611.00","590.50","35.08K","-1.28%"
"05/29/2019","605.75","616.50","617.00","601.25","63.88K","-2.10%"
"05/28/2019","618.75","622.75","626.25","614.75","43.90K","-0.40%"
"05/27/2019","621.25","614.50","623.25","609.25","16.73K","2.73%"
"05/24/2019","604.75","607.50","615.75","601.50","72.28K","-0.45%"
"05/23/2019","607.50","634.50","634.50","603.00","109.69K","-3.95%"
"05/22/2019","632.50","643.00","643.00","628.25","122.71K","-1.94%"
"05/21/2019","645.00","646.50","648.25","640.25","117.86K","-1.00%"
"05/20/2019","651.50","654.50","660.00","642.25","87.34K","-0.84%"
"05/17/2019","657.00","665.25","665.25","649.75","99.02K","-1.24%"
"05/16/2019","665.25","650.50","666.75","649.75","147.42K","2.27%"
"05/15/2019","650.50","635.00","650.75","634.00","106.50K","2.24%"
"05/14/2019","636.25","629.75","641.25","627.25","122.05K","-0.47%"
"05/13/2019","639.25","636.50","652.00","628.00","104.35K","1.11%"
"05/10/2019","632.25","638.00","642.00","636.50","4.15K","0.00%"
"05/09/2019","632.25","636.00","637.25","627.00","20.19K","-1.10%"
"05/08/2019","639.25","632.00","641.00","629.50","29.78K","0.79%"
"05/07/2019","634.25","642.75","643.25","627.50","29.08K","-0.90%"
"05/06/2019","640.00","640.25","647.00","630.75","17.30K","-1.39%"
"05/03/2019","649.00","640.00","650.00","635.50","37.61K","1.80%"
"05/02/2019","637.50","643.75","647.00","634.25","70.94K","-0.23%"
"05/01/2019","639.00","635.25","645.50","632.75","54.53K","0.16%"
"04/30/2019","638.00","629.00","642.75","627.00","78.78K","1.19%"
"04/29/2019","630.50","625.75","633.50","620.75","61.32K","1.16%"
"04/26/2019","623.25","641.25","642.00","619.50","57.75K","-3.56%"
"04/25/2019","646.25","642.25","650.00","639.00","54.36K","0.31%"
"04/24/2019","644.25","645.75","648.00","641.75","42.26K","-0.62%"
"04/23/2019","648.25","646.25","651.00","645.50","51.04K","-0.08%"
"04/22/2019","648.75","633.50","651.00","632.50","40.13K","2.08%"
"04/18/2019","635.50","636.00","638.00","632.25","58.91K","-0.24%"
"04/17/2019","637.00","637.25","641.75","634.75","66.83K","0.55%"
"04/16/2019","633.50","630.50","638.75","627.75","74.77K","0.60%"
"04/15/2019","629.75","632.25","632.75","626.50","76.67K","-0.51%"
"04/12/2019","633.00","631.50","637.00","630.75","72.88K","0.96%"
"04/11/2019","627.00","632.75","632.75","629.75","7.67K","0.00%"
"04/10/2019","627.00","624.50","634.25","622.25","28.65K","0.76%"
"04/09/2019","622.25","627.50","629.25","620.50","43.08K","-0.56%"
"04/08/2019","625.75","625.00","629.25","624.00","45.13K","1.25%"
"04/05/2019","618.00","614.00","624.50","611.50","28.32K","0.37%"
"04/04/2019","615.75","613.00","619.50","608.25","39.39K","0.78%"
"04/03/2019","611.00","614.50","618.75","608.25","35.98K","-0.45%"
"04/02/2019","613.75","609.50","616.00","608.75","41.17K","1.15%"
"04/01/2019","606.75","605.00","613.25","604.75","45.37K","0.25%"
"03/29/2019","605.25","604.25","612.50","602.75","46.66K","0.88%"
"03/28/2019","600.00","606.00","606.00","594.75","50.39K","-1.36%"
"03/27/2019","608.25","609.75","612.75","604.00","36.48K","-0.08%"
"03/26/2019","608.75","608.25","613.25","607.50","41.13K","0.33%"
"03/25/2019","606.75","602.50","610.50","597.75","47.52K","1.59%"
"03/22/2019","597.25","609.00","611.00","595.25","63.09K","-2.13%"
"03/21/2019","610.25","617.75","620.25","608.25","60.36K","-1.33%"
"03/20/2019","618.50","610.50","619.50","607.75","68.38K","1.52%"
"03/19/2019","609.25","606.50","616.00","606.00","66.62K","0.70%"
"03/18/2019","605.00","605.00","610.00","601.25","99.68K","-0.29%"
"03/15/2019","606.75","610.25","615.50","602.00","74.39K","-0.65%"
"03/14/2019","610.75","611.25","616.00","608.50","70.20K","0.25%"
"03/13/2019","609.25","610.50","613.25","607.00","91.65K","-0.45%"
"03/12/2019","612.00","612.50","617.75","610.75","2.58K","0.00%"
"03/11/2019","612.00","618.25","622.75","607.00","37.98K","0.29%"
"03/08/2019","610.25","620.75","621.25","603.50","46.88K","-1.93%"
"03/07/2019","622.25","622.50","629.00","618.50","38.24K","0.36%"
"03/06/2019","620.00","618.00","625.00","617.00","39.13K","0.12%"
"03/05/2019","619.25","619.75","622.75","612.50","56.09K","-0.56%"
"03/04/2019","622.75","615.50","628.25","615.50","52.94K","1.34%"
"03/01/2019","614.50","625.50","633.25","609.50","55.85K","-1.68%"
"02/28/2019","625.00","622.25","627.75","616.25","65.38K","0.20%"
"02/27/2019","623.75","617.50","625.25","614.00","38.89K","1.30%"
"02/26/2019","615.75","607.75","618.00","604.25","48.03K","1.44%"
"02/25/2019","607.00","621.25","626.00","604.50","41.32K","-2.41%"
"02/22/2019","622.00","622.00","626.25","619.50","44.50K","0.16%"
"02/21/2019","621.00","617.75","623.00","615.50","48.67K","0.73%"
"02/20/2019","616.50","609.50","621.00","606.00","82.76K","0.98%"
"02/19/2019","610.50","617.00","618.50","608.25","93.30K","-1.17%"
"02/18/2019","617.75","620.00","622.50","614.50","55.98K","0.37%"
"02/15/2019","615.50","605.00","607.25","603.50","81.96K","3.06%"
"02/14/2019","597.25","594.00","604.75","591.00","83.75K","0.46%"
"02/13/2019","594.50","585.25","597.75","585.25","115.20K","2.06%"
"02/12/2019","582.50","582.50","590.00","582.25","3.21K","0.00%"
"02/11/2019","582.50","582.50","587.75","578.75","29.84K","0.00%"
"02/08/2019","582.50","578.75","585.00","572.75","42.30K","1.44%"
"02/07/2019","574.25","582.75","584.25","570.00","30.20K","-1.37%"
"02/06/2019","582.25","578.50","584.50","571.25","29.85K","0.43%"
"02/05/2019","579.75","583.00","586.50","576.75","24.17K","-0.13%"
"02/04/2019","580.50","583.50","590.75","573.50","32.34K","0.39%"
"02/01/2019","578.25","573.00","584.75","567.00","33.00K","-1.07%"
"01/31/2019","584.50","578.00","587.75","570.50","50.12K","0.99%"
"01/30/2019","578.75","572.75","582.50","571.25","51.27K","1.14%"
"01/29/2019","572.25","554.50","575.75","554.50","64.74K","3.02%"
"01/28/2019","555.50","568.75","569.50","552.50","37.03K","-2.20%"
"01/25/2019","568.00","568.75","573.25","564.00","27.71K","0.13%"
"01/24/2019","567.25","568.25","570.75","561.50","32.01K","-0.13%"
"01/23/2019","568.00","570.75","578.75","562.75","43.01K","0.49%"
"01/22/2019","565.25","575.25","576.25","561.00","51.27K","-1.57%"
"01/21/2019","574.25","572.75","579.00","571.50","34.41K","0.00%"
"01/18/2019","574.25","568.25","577.75","566.00","54.35K","1.95%"
"01/17/2019","563.25","568.00","569.00","557.00","48.80K","-0.88%"
"01/16/2019","568.25","561.00","571.25","558.50","57.89K","2.02%"
"01/15/2019","557.00","557.25","564.75","555.50","79.97K","-1.85%"
"01/14/2019","567.50","567.75","570.75","554.75","99.63K","-0.18%"
"01/11/2019","568.50","571.00","579.50","563.25","74.24K","1.34%"
"01/10/2019","561.00","563.75","569.00","560.25","6.01K","0.00%"
"01/09/2019","561.00","551.50","569.25","549.75","40.92K","2.65%"
"01/08/2019","546.50","540.00","550.50","536.25","39.08K","0.60%"
"01/07/2019","543.25","535.50","548.75","535.50","38.63K","2.79%"
"01/04/2019","528.50","517.50","542.50","517.25","42.82K","3.17%"
"01/03/2019","512.25","506.00","524.00","503.75","43.06K","-0.92%"
"01/02/2019","517.00","503.50","524.00","491.25","46.02K","1.22%"
"12/31/2018","510.75","494.00","513.50","494.00","20.50K","3.55%"
"12/28/2018","493.25","505.50","509.50","489.00","44.05K","-2.23%"
"12/27/2018","504.50","515.00","515.25","495.75","46.77K","0.05%"
"12/26/2018","504.25","494.25","519.75","483.25","29.12K","-1.90%"
"12/24/2018","514.00","511.50","518.50","489.50","19.90K","-0.24%"
"12/21/2018","515.25","522.50","525.25","505.50","77.35K","-1.29%"
"12/20/2018","522.00","534.00","535.50","517.25","64.82K","-3.11%"
"12/19/2018","538.75","525.00","542.75","523.50","73.49K","1.60%"
"12/18/2018","530.25","545.25","545.25","521.25","62.70K","-3.63%"
"12/17/2018","550.25","555.75","561.25","541.50","50.11K","-1.08%"
"12/14/2018","556.25","564.00","565.50","552.00","43.83K","-0.22%"
"12/13/2018","557.50","557.00","568.50","549.75","64.61K","-2.06%"
"12/12/2018","569.25","573.25","577.50","567.50","4.94K","0.00%"
"12/11/2018","569.25","565.25","571.75","559.50","28.10K","-0.52%"
"12/10/2018","572.25","578.25","579.50","560.50","34.71K","-2.55%"
"12/07/2018","587.25","568.50","598.00","559.75","30.94K","5.53%"
"12/06/2018","556.50","577.75","583.75","554.50","32.67K","-5.16%"
"12/05/2018","586.75","580.50","593.25","572.00","27.47K","-0.09%"
"12/04/2018","587.25","581.50","600.00","577.50","45.85K","1.64%"
"12/03/2018","577.75","564.00","584.50","564.00","53.17K","4.90%"
"11/30/2018","550.75","559.50","566.00","543.75","38.80K","-1.61%"
"11/29/2018","559.75","565.75","566.75","553.00","47.17K","-1.10%"
"11/28/2018","566.00","582.00","585.00","560.25","63.15K","-2.16%"
"11/27/2018","578.50","580.75","587.50","570.75","71.44K","-1.24%"
"11/26/2018","585.75","574.25","588.25","573.25","56.53K","1.56%"
"11/23/2018","576.75","598.50","600.25","573.00","59.90K","-3.59%"
"11/22/2018","598.25","604.25","605.25","595.00","46.39K","-1.28%"
"11/21/2018","606.00","607.00","615.00","600.50","117.45K","-1.14%"
"11/20/2018","613.00","635.75","636.00","601.75","109.49K","-2.78%"
"11/19/2018","630.50","634.50","640.25","626.50","68.73K","-0.43%"
"11/16/2018","633.25","635.25","643.25","627.75","84.50K","-0.71%"
"11/15/2018","637.75","640.75","645.25","632.50","106.79K","-1.05%"
"11/14/2018","644.50","630.50","653.00","625.25","135.37K","0.86%"
"11/13/2018","639.00","652.25","656.75","625.50","115.45K","-4.56%"
"11/12/2018","669.50","687.00","713.75","670.75","7.81K","0.00%"
"11/09/2018","669.50","673.25","684.75","656.25","29.61K","-1.76%"
"11/08/2018","681.50","698.25","707.75","670.50","61.09K","-1.62%"
"11/07/2018","692.75","681.75","702.00","679.25","49.72K","2.25%"
"11/06/2018","677.50","678.25","688.50","674.50","36.12K","-0.66%"
"11/05/2018","682.00","674.00","686.25","668.00","38.80K","0.55%"
"11/02/2018","678.25","685.00","690.00","671.75","54.72K","-1.09%"
"11/01/2018","685.75","699.25","705.25","685.00","55.18K","-3.31%"
"10/31/2018","709.25","702.75","712.00","699.00","64.00K","1.07%"
"10/30/2018","701.75","705.25","709.25","693.50","45.63K","-1.37%"
"10/29/2018","711.50","717.25","719.75","704.00","74.49K","-0.28%"
"10/26/2018","713.50","705.25","719.25","702.25","69.08K","0.96%"
"10/25/2018","706.75","693.50","708.75","692.00","91.86K","0.96%"
"10/24/2018","700.00","694.50","705.00","689.75","96.81K","-0.36%"
"10/23/2018","702.50","720.00","720.00","692.00","84.45K","-1.92%"
"10/22/2018","716.25","715.25","719.75","709.00","64.12K","0.21%"
"10/19/2018","714.75","711.00","720.00","707.50","65.91K","0.14%"
"10/18/2018","713.75","714.00","715.00","704.25","107.88K","0.35%"
"10/17/2018","711.25","723.50","723.75","706.50","81.81K","-0.59%"
"10/16/2018","715.50","716.50","723.25","709.00","93.01K","-0.03%"
"10/15/2018","715.75","718.50","725.00","708.25","69.58K","-0.31%"
"10/12/2018","718.00","716.75","725.50","706.75","78.68K","-2.78%"
"10/11/2018","738.50","728.00","732.50","726.50","12.47K","0.00%"
"10/10/2018","738.50","744.25","748.00","733.75","63.20K","-0.71%"
"10/09/2018","743.75","738.00","748.00","736.25","51.44K","1.09%"
"10/08/2018","735.75","737.50","738.50","726.50","52.84K","-0.74%"
"10/05/2018","741.25","742.00","742.50","735.00","50.63K","-0.27%"
"10/04/2018","743.25","746.25","749.50","733.00","53.91K","0.34%"
"10/03/2018","740.75","738.75","752.25","733.75","45.07K","0.00%"
"10/02/2018","740.75","739.75","741.50","734.50","65.41K","0.92%"
"10/01/2018","734.00","725.00","742.00","722.25","53.74K","1.35%"
"09/28/2018","724.25","715.50","727.50","714.25","46.55K","1.61%"
"09/27/2018","712.75","713.00","719.00","710.75","47.94K","0.28%"
"09/26/2018","710.75","710.50","715.75","706.50","57.35K","-0.42%"
"09/25/2018","713.75","706.25","715.50","705.25","50.91K","1.71%"
"09/24/2018","701.75","688.00","707.00","685.00","57.06K","2.00%"
"09/21/2018","688.00","687.50","697.00","683.00","75.13K","0.00%"
"09/20/2018","688.00","692.00","696.00","685.25","69.31K","0.00%"
"09/19/2018","688.00","687.00","692.50","681.00","132.48K","0.44%"
"09/18/2018","685.00","676.50","693.50","674.50","94.33K","0.51%"
"09/17/2018","681.50","679.50","686.25","676.75","104.14K","0.22%"
"09/14/2018","680.00","685.25","687.00","674.25","104.16K","-0.51%"
"09/13/2018","683.50","695.50","695.50","682.00","85.78K","-0.51%"
"09/12/2018","687.00","693.00","693.00","687.00","5.64K","0.00%"
"09/11/2018","687.00","679.25","692.25","678.50","37.01K","0.77%"
"09/10/2018","681.75","681.50","687.50","677.75","65.56K","0.93%"
"09/07/2018","675.50","679.25","681.25","673.00","29.79K","-0.44%"
"09/06/2018","678.50","684.50","689.50","673.50","30.57K","-1.34%"
"09/05/2018","687.75","691.75","694.25","684.75","33.19K","-1.33%"
"09/04/2018","697.00","697.25","709.75","689.00","52.40K","0.00%"
"09/03/2018","697.00","689.75","700.25","686.75","34.70K","0.98%"
"08/31/2018","690.25","688.25","691.75","684.50","32.52K","0.33%"
"08/30/2018","688.00","690.75","693.75","687.00","32.65K","0.55%"
"08/29/2018","684.25","681.00","691.00","678.00","42.07K","0.04%"
"08/28/2018","684.00","683.25","687.00","678.50","51.51K","0.77%"
"08/27/2018","678.75","676.75","682.75","673.75","36.46K","-0.07%"
"08/24/2018","679.25","668.25","681.00","667.50","61.67K","1.87%"
"08/23/2018","666.75","666.25","668.25","662.25","58.35K","0.45%"
"08/22/2018","663.75","652.75","667.50","652.25","68.89K","1.88%"
"08/21/2018","651.50","647.50","656.00","646.75","70.81K","1.05%"
"08/20/2018","644.75","644.75","649.75","642.50","99.82K","-0.31%"
"08/17/2018","646.75","641.50","651.25","641.50","48.16K","0.78%"
"08/16/2018","641.75","640.50","644.25","637.50","59.64K","0.79%"
"08/15/2018","636.75","652.75","652.75","636.25","90.74K","-2.75%"
"08/14/2018","654.75","655.50","667.25","649.50","81.65K","-0.04%"
"08/13/2018","655.00","656.75","659.25","643.75","73.14K","1.20%"
"08/10/2018","647.25","645.00","650.50","642.00","3.51K","0.00%"
"08/09/2018","647.25","646.50","652.00","643.50","28.98K","0.08%"
"08/08/2018","646.75","659.00","664.00","642.50","46.23K","-1.82%"
"08/07/2018","658.75","652.75","664.25","652.75","37.53K","0.50%"
"08/06/2018","655.50","649.50","660.00","649.00","22.74K","0.85%"
"08/03/2018","650.00","647.75","653.00","644.00","37.17K","0.66%"
"08/02/2018","645.75","638.25","651.75","636.25","34.34K","1.21%"
"08/01/2018","638.00","649.00","649.25","636.75","60.39K","-2.48%"
"07/31/2018","654.25","663.00","664.00","647.25","49.46K","-1.28%"
"07/30/2018","662.75","660.50","664.50","658.50","54.29K","-0.45%"
"07/27/2018","665.75","664.50","666.75","658.75","43.07K","0.30%"
"07/26/2018","663.75","660.00","666.50","657.75","33.55K","1.07%"
"07/25/2018","656.75","654.00","661.50","651.75","44.58K","0.15%"
"07/24/2018","655.75","647.00","657.25","645.50","37.68K","0.77%"
"07/23/2018","650.75","642.00","655.75","641.75","65.24K","0.93%"
"07/20/2018","644.75","639.75","647.50","637.25","57.72K","0.51%"
"07/19/2018","641.50","638.75","645.50","632.00","49.12K","1.66%"
"07/18/2018","631.00","631.00","641.75","625.00","76.15K","-0.20%"
"07/17/2018","632.25","629.25","637.00","626.25","53.17K","-0.20%"
"07/16/2018","633.50","651.25","654.00","627.50","77.99K","-3.17%"
"07/13/2018","654.25","646.25","656.75","638.75","63.83K","-1.54%"
"07/12/2018","664.50","645.00","651.75","645.00","6.99K","0.00%"
"07/11/2018","664.50","679.25","679.25","639.25","52.08K","-1.95%"
"07/10/2018","677.75","673.00","683.00","673.00","46.04K","0.89%"
"07/09/2018","671.75","665.50","675.50","665.50","46.89K","1.09%"
"07/06/2018","664.50","669.00","669.00","660.25","37.53K","-0.97%"
"07/05/2018","671.00","664.50","674.25","663.00","44.46K","0.68%"
"07/04/2018","666.50","663.25","667.50","663.00","17.69K","1.56%"
"07/03/2018","656.25","659.75","670.50","655.25","30.54K","-1.09%"
"07/02/2018","663.50","671.75","673.50","659.00","28.73K","-1.81%"
"06/29/2018","675.75","665.50","678.25","663.50","40.25K","1.58%"
"06/28/2018","665.25","663.25","670.75","661.75","44.17K","-0.11%"
"06/27/2018","666.00","654.00","668.50","652.00","52.29K","3.46%"
"06/26/2018","643.75","645.25","655.00","637.75","83.04K","0.19%"
"06/25/2018","642.50","647.00","649.25","637.00","65.24K","-0.46%"
"06/22/2018","645.50","633.50","650.25","633.50","55.17K","1.73%"
"06/21/2018","634.50","643.25","644.50","630.75","68.75K","-1.97%"
"06/20/2018","647.25","650.00","654.50","639.50","114.08K","-0.08%"
"06/19/2018","647.75","650.50","653.00","645.25","43.84K","-0.04%"
"06/18/2018","648.00","637.25","653.50","633.00","84.84K","1.13%"
"06/15/2018","640.75","661.50","661.50","635.00","73.42K","-3.03%"
"06/14/2018","660.75","667.50","669.25","659.75","74.99K","-0.79%"
"06/13/2018","666.00","661.00","671.00","658.00","100.09K","-0.82%"
"06/12/2018","671.50","670.75","677.25","670.00","7.12K","0.00%"
"06/11/2018","671.50","670.75","673.75","665.00","54.59K","0.00%"
"06/08/2018","671.50","672.00","672.75","667.25","43.70K","0.49%"
"06/07/2018","668.25","658.25","672.25","655.50","38.78K","2.06%"
"06/06/2018","654.75","659.50","667.50","649.75","69.03K","-0.42%"
"06/05/2018","657.50","666.00","667.75","653.50","65.98K","-1.28%"
"06/04/2018","666.00","671.75","675.75","664.00","55.64K","-0.78%"
"06/01/2018","671.25","684.00","684.00","670.25","65.28K","-2.08%"
"05/31/2018","685.50","685.25","693.25","677.25","82.24K","0.11%"
"05/30/2018","684.75","673.50","688.75","669.50","65.89K","1.94%"
"05/29/2018","671.75","674.75","677.75","668.75","60.76K","-0.04%"
"05/28/2018","672.00","676.00","677.50","666.00","24.41K","-1.14%"
"05/25/2018","679.75","696.50","696.50","676.75","77.82K","-2.72%"
"05/24/2018","698.75","702.25","702.25","695.00","79.92K","0.25%"
"05/23/2018","697.00","697.25","702.75","690.00","119.29K","-0.78%"
"05/22/2018","702.50","695.50","703.75","694.75","58.56K","1.41%"
"05/21/2018","692.75","693.25","697.25","687.75","78.33K","-0.61%"
"05/18/2018","697.00","697.00","701.50","691.00","66.91K","-1.03%"
"05/17/2018","704.25","693.25","705.00","692.00","109.57K","2.89%"
"05/16/2018","684.50","683.75","693.50","679.75","88.86K","-0.47%"
"05/15/2018","687.75","685.50","692.25","681.75","108.64K","0.99%"
"05/14/2018","681.00","675.50","685.75","672.50","86.70K","0.52%"
"05/11/2018","677.50","676.00","679.50","672.25","92.56K","0.07%"
"05/10/2018","677.00","677.50","681.00","675.00","16.77K","0.00%"
"05/09/2018","677.00","667.50","678.50","667.50","56.92K","4.11%"
"05/08/2018","650.25","662.75","668.50","643.25","63.29K","-2.29%"
"05/07/2018","665.50","658.50","668.25","657.00","25.01K","2.15%"
"05/04/2018","651.50","645.25","658.25","642.25","41.42K","1.48%"
"05/03/2018","642.00","644.75","649.00","640.25","69.88K","0.00%"
"05/02/2018","642.00","646.00","649.50","639.75","59.35K","-1.04%"
