"Date","Price","Open","High","Low","Vol.","Change %"
"10/04/2019","50.49","49.99","50.50","49.90","2.07K","1.32%"
"10/03/2019","49.83","50.33","50.33","49.53","2.61K","-0.88%"
"10/02/2019","50.27","50.78","50.78","49.86","3.27K","-0.28%"
"10/01/2019","50.41","50.38","50.92","50.07","2.19K","0.10%"
"09/30/2019","50.36","50.83","51.05","50.29","1.34K","-1.24%"
"09/27/2019","50.99","51.48","51.48","50.78","0.94K","-0.47%"
"09/26/2019","51.23","51.24","51.46","51.08","1.70K","0.02%"
"09/25/2019","51.22","51.09","51.52","50.90","2.20K","-0.29%"
"09/24/2019","51.37","51.83","52.16","50.95","1.24K","-1.46%"
"09/23/2019","52.13","51.76","52.09","51.27","1.08K","1.68%"
"09/20/2019","51.27","51.55","51.86","51.35","0.49K","0.35%"
"09/19/2019","51.09","50.94","51.76","50.90","0.67K","-0.20%"
"09/18/2019","51.19","51.50","51.83","51.09","0.70K","-0.91%"
"09/17/2019","51.66","51.20","52.03","50.80","3.70K","-0.77%"
"09/16/2019","52.06","52.47","52.47","50.93","4.22K","3.31%"
"09/13/2019","50.39","50.45","50.85","50.34","2.84K","-1.04%"
"09/12/2019","50.92","51.25","51.29","50.40","2.02K","-0.55%"
"09/11/2019","51.20","52.15","52.15","51.00","4.77K","-1.08%"
"09/10/2019","51.76","51.99","52.34","51.75","1.22K","0.14%"
"09/09/2019","51.69","51.72","52.06","51.66","1.35K","0.37%"
"09/06/2019","51.50","51.51","51.80","50.81","2.13K","0.19%"
"09/05/2019","51.40","51.31","51.90","51.31","1.80K","0.16%"
"09/04/2019","51.32","50.09","51.34","50.09","7.34K","2.19%"
"09/03/2019","50.22","49.75","50.23","49.50","4.11K","-8.12%"
"09/02/2019","54.66","54.81","55.22","54.36","","-0.26%"
"09/01/2019","54.80","55.00","55.00","54.56","","9.40%"
"08/30/2019","50.09","51.06","51.06","49.76","3.49K","-2.28%"
"08/29/2019","51.26","51.36","51.50","50.60","2.76K","-0.18%"
"08/28/2019","51.35","51.55","51.83","51.23","3.15K","0.14%"
"08/27/2019","51.28","50.57","51.54","50.57","0.58K","1.48%"
"08/26/2019","50.53","50.33","51.02","50.31","0.38K","-0.30%"
"08/23/2019","50.68","50.97","51.00","50.36","1.33K","-0.65%"
"08/22/2019","51.01","51.33","51.33","50.95","0.96K","0.10%"
"08/21/2019","50.96","50.91","51.70","50.91","1.82K","0.37%"
"08/20/2019","50.77","51.13","51.15","50.67","1.74K","-0.68%"
"08/19/2019","51.12","51.61","51.65","50.86","1.25K","0.14%"
"08/16/2019","51.05","51.20","51.73","50.98","0.24K","-0.10%"
"08/15/2019","51.10","51.59","51.59","51.00","0.38K","-1.22%"
"08/14/2019","51.73","52.81","52.81","51.19","0.82K","-2.52%"
"08/13/2019","53.07","51.73","53.07","51.62","1.59K","3.09%"
"08/12/2019","51.48","51.46","51.76","51.39","0.96K","-0.31%"
"08/09/2019","51.64","50.85","51.92","50.80","1.35K","1.77%"
"08/08/2019","50.74","51.06","51.11","50.60","1.38K","0.24%"
"08/07/2019","50.62","51.49","51.56","50.40","4.24K","-1.46%"
"08/06/2019","51.37","51.91","52.03","51.41","1.74K","-0.81%"
"08/05/2019","51.79","51.75","52.28","51.74","1.95K","-0.38%"
"08/02/2019","51.99","51.58","52.15","51.58","1.00K","3.20%"
"08/01/2019","50.38","52.16","52.49","49.89","2.23K","-3.89%"
"07/31/2019","52.42","52.27","52.51","52.16","0.82K","0.17%"
"07/30/2019","52.33","52.38","52.51","51.95","1.12K","0.42%"
"07/29/2019","52.11","52.61","52.61","51.99","0.50K","-1.10%"
"07/26/2019","52.69","52.70","52.77","52.60","0.05K","0.86%"
"07/25/2019","52.24","52.20","52.46","52.20","0.55K","0.52%"
"07/24/2019","51.97","52.87","52.87","51.77","0.96K","-1.01%"
"07/23/2019","52.50","52.66","52.66","52.46","0.41K","-0.66%"
"07/22/2019","52.85","53.24","53.25","52.69","0.64K","0.76%"
"07/19/2019","52.45","52.28","52.30","52.09","0.81K","1.77%"
"07/18/2019","51.54","53.10","53.13","51.45","3.35K","-1.81%"
"07/17/2019","52.49","52.55","53.19","52.39","1.32K","0.23%"
"07/16/2019","52.37","53.53","53.53","52.18","1.21K","-2.02%"
"07/15/2019","53.45","54.14","54.22","53.05","0.38K","-0.69%"
"07/12/2019","53.82","54.32","54.32","53.82","0.77K","-0.81%"
"07/11/2019","54.26","54.96","54.97","54.13","1.62K","-1.13%"
"07/10/2019","54.88","54.09","55.02","54.09","1.24K","1.52%"
"07/09/2019","54.06","54.50","54.50","54.50","0.45K","0.88%"
"07/08/2019","53.59","53.98","53.98","53.98","0.67K","0.79%"
"07/05/2019","53.17","53.49","53.80","53.05","0.72K","-6.39%"
"07/04/2019","56.80","57.41","57.57","56.48","","6.33%"
"07/03/2019","53.42","53.01","53.49","53.00","1.27K","1.89%"
"07/02/2019","52.43","53.56","53.83","52.34","2.46K","-2.36%"
"07/01/2019","53.70","54.20","54.43","53.69","1.19K","0.19%"
"06/28/2019","53.60","53.66","54.19","53.17","1.34K","-1.00%"
"06/27/2019","54.14","54.10","54.20","53.83","1.01K","-0.31%"
"06/26/2019","54.31","54.70","54.70","54.24","1.71K","0.37%"
"06/25/2019","54.11","53.37","54.40","53.37","0.57K","0.74%"
"06/24/2019","53.71","53.55","53.79","53.26","0.76K","0.60%"
"06/21/2019","53.39","53.70","54.00","53.34","1.80K","-0.21%"
"06/20/2019","53.50","52.80","53.75","52.80","2.30K","2.31%"
"06/19/2019","52.29","52.59","52.60","52.45","0.34K","-0.63%"
"06/18/2019","52.62","51.63","52.80","51.63","0.97K","1.86%"
"06/17/2019","51.66","51.50","51.63","51.44","0.28K","-0.35%"
"06/14/2019","51.84","52.09","52.26","52.07","0.48K","0.02%"
"06/13/2019","51.83","51.37","52.64","51.37","1.08K","1.05%"
"06/12/2019","51.29","51.97","52.15","51.49","2.76K","-2.30%"
"06/11/2019","52.50","52.43","52.72","52.43","1.32K","0.96%"
"06/10/2019","52.00","52.00","52.56","51.60","0.39K","0.64%"
"06/07/2019","51.67","51.82","51.84","51.45","1.24K","1.49%"
"06/06/2019","50.91","50.01","51.15","50.00","1.60K","1.45%"
"06/05/2019","50.18","51.00","51.00","50.00","2.28K","-2.15%"
"06/04/2019","51.28","51.53","51.53","51.28","0.40K","-0.14%"
"06/03/2019","51.35","50.50","51.50","50.50","0.68K","0.65%"
"05/31/2019","51.02","52.33","52.33","50.70","2.72K","-2.82%"
"05/30/2019","52.50","53.74","53.74","52.33","0.87K","-2.20%"
"05/29/2019","53.68","53.36","53.81","53.13","0.75K","-0.07%"
"05/28/2019","53.72","53.22","54.04","53.22","0.84K","-9.20%"
"05/27/2019","59.16","58.77","59.26","58.14","","0.66%"
"05/26/2019","58.77","58.94","59.00","58.67","","10.68%"
"05/24/2019","53.10","52.34","53.35","52.34","1.14K","1.98%"
"05/23/2019","52.07","53.21","53.21","51.99","3.11K","-2.84%"
"05/22/2019","53.59","53.94","54.03","53.50","1.31K","-1.16%"
"05/21/2019","54.22","54.40","54.43","54.39","0.31K","0.31%"
"05/20/2019","54.05","53.85","54.02","53.69","0.56K","1.10%"
"05/17/2019","53.46","53.74","53.74","53.44","0.27K","-0.61%"
"05/16/2019","53.79","54.15","54.28","53.80","0.47K","0.00%"
"05/15/2019","53.79","53.54","54.00","53.43","0.44K","0.43%"
"05/14/2019","53.56","53.22","53.86","53.22","0.37K","0.81%"
"05/13/2019","53.13","53.51","54.40","53.00","1.54K","-0.62%"
"05/10/2019","53.46","53.70","53.70","53.36","0.68K","-0.21%"
"05/09/2019","53.57","53.81","53.81","53.41","0.60K","-0.45%"
"05/08/2019","53.81","53.31","53.55","53.20","0.75K","1.01%"
"05/07/2019","53.27","53.58","53.58","53.14","0.63K","-1.48%"
"05/06/2019","54.07","53.23","54.32","53.23","0.88K","0.80%"
"05/03/2019","53.64","53.78","53.80","53.64","0.21K","-0.26%"
"05/02/2019","53.78","54.80","54.80","53.56","0.86K","-1.86%"
"05/01/2019","54.80","54.20","54.92","54.20","0.44K","0.26%"
"04/30/2019","54.66","54.35","54.79","54.35","0.80K","0.26%"
"04/29/2019","54.52","54.44","54.46","54.35","0.43K","0.00%"
"04/26/2019","54.52","54.81","54.93","53.82","2.01K","-0.87%"
"04/25/2019","55.00","55.05","55.18","54.90","1.82K","-0.51%"
"04/24/2019","55.28","55.00","55.20","55.00","0.20K","0.02%"
"04/23/2019","55.27","55.00","55.37","55.00","0.55K","0.24%"
"04/22/2019","55.14","55.22","55.22","55.00","0.53K","0.35%"
"04/18/2019","54.95","55.15","55.15","54.77","0.39K","-0.33%"
"04/17/2019","55.13","55.34","55.34","54.90","0.26K","-0.52%"
"04/16/2019","55.42","55.42","55.50","55.25","0.24K","-0.04%"
"04/15/2019","55.44","54.97","55.34","54.97","0.90K","0.78%"
"04/12/2019","55.01","54.50","54.61","54.50","3.09K","0.88%"
"04/11/2019","54.53","54.50","54.59","54.50","1.28K","-0.04%"
"04/10/2019","54.55","54.48","54.48","54.39","0.83K","0.13%"
"04/09/2019","54.48","54.24","54.47","54.14","0.83K","0.63%"
"04/08/2019","54.14","54.11","54.17","53.85","0.33K","-0.07%"
"04/05/2019","54.18","54.37","54.37","53.94","0.37K","0.17%"
"04/04/2019","54.09","54.10","54.41","54.03","0.55K","-0.09%"
"04/03/2019","54.14","54.25","54.29","53.75","1.22K","0.48%"
"04/02/2019","53.88","54.19","54.20","53.86","1.04K","-0.54%"
"04/01/2019","54.17","54.30","54.48","54.18","0.80K","0.20%"
"03/29/2019","54.06","54.46","54.46","53.93","0.30K","-0.13%"
"03/28/2019","54.13","54.25","54.25","54.25","0.32K","0.48%"
"03/27/2019","53.87","53.80","53.94","53.75","0.13K","-0.39%"
"03/26/2019","54.08","54.34","54.52","54.00","0.19K","-0.31%"
"03/25/2019","54.25","54.32","54.32","54.19","0.19K","0.11%"
"03/22/2019","54.19","53.71","53.71","53.71","0.52K","-0.73%"
"03/21/2019","54.59","54.59","54.59","54.59","0.17K","-0.58%"
"03/20/2019","54.91","55.10","55.10","54.90","0.08K","-0.16%"
"03/19/2019","55.00","55.00","55.00","55.00","0.04K","0.02%"
"03/18/2019","54.99","54.78","55.00","54.78","0.16K","0.22%"
"03/15/2019","54.87","54.72","54.88","54.72","0.09K","0.37%"
"03/14/2019","54.67","54.86","54.86","54.48","0.38K","-0.33%"
"03/13/2019","54.85","54.50","54.78","54.50","0.27K","0.72%"
"03/12/2019","54.46","54.39","54.46","54.22","0.15K","0.13%"
"03/11/2019","54.39","54.12","54.22","53.96","0.22K","0.28%"
"03/08/2019","54.24","54.05","54.30","53.43","0.70K","-0.59%"
"03/07/2019","54.56","54.22","54.49","54.22","0.24K","0.22%"
"03/06/2019","54.44","54.19","54.45","54.19","0.08K","-0.13%"
"03/05/2019","54.51","54.35","54.82","54.35","0.30K","0.00%"
"03/04/2019","54.51","54.20","54.38","54.09","0.42K","1.83%"
"03/01/2019","53.53","54.38","54.51","53.57","0.89K","-1.64%"
"02/28/2019","54.42","54.77","54.78","54.34","0.37K","-0.22%"
"02/27/2019","54.54","54.57","54.57","54.41","0.19K","0.81%"
"02/26/2019","54.10","54.08","54.16","54.08","0.28K","0.32%"
"02/25/2019","53.93","54.58","54.62","53.61","0.77K","-1.50%"
"02/22/2019","54.75","54.99","54.99","54.60","0.35K","-0.44%"
"02/21/2019","54.99","54.85","55.17","54.85","0.37K","-0.11%"
"02/20/2019","55.05","55.15","55.55","54.80","1.85K","0.15%"
"02/19/2019","54.97","54.50","54.97","54.46","0.19K","-2.31%"
"02/18/2019","56.27","56.33","56.73","56.12","","-0.11%"
"02/17/2019","56.33","56.17","56.39","56.11","","3.53%"
"02/15/2019","54.41","54.00","54.18","53.93","0.24K","0.83%"
"02/14/2019","53.96","54.00","54.00","53.46","0.23K","0.13%"
"02/13/2019","53.89","53.72","53.72","53.72","0.56K","1.18%"
"02/12/2019","53.26","53.40","53.45","53.16","0.59K","0.47%"
"02/11/2019","53.01","52.65","53.00","52.59","0.30K","0.26%"
"02/08/2019","52.87","53.01","53.01","52.96","0.12K","-0.02%"
"02/07/2019","52.88","53.36","53.36","53.00","0.68K","-1.21%"
"02/06/2019","53.53","53.57","53.84","53.56","0.19K","-0.39%"
"02/05/2019","53.74","53.58","53.76","53.55","0.26K","-0.54%"
"02/04/2019","54.03","54.11","54.11","53.15","0.15K","-0.30%"
"02/01/2019","54.19","53.33","54.37","53.32","0.35K","2.40%"
"01/31/2019","52.92","53.57","53.59","53.25","0.34K","-1.27%"
"01/30/2019","53.60","53.89","54.38","53.61","0.25K","-0.59%"
"01/29/2019","53.92","53.75","54.12","53.70","0.87K","0.90%"
"01/28/2019","53.44","53.17","53.50","53.17","0.39K","-0.82%"
"01/25/2019","53.88","53.90","53.90","53.68","0.47K","0.30%"
"01/24/2019","53.72","53.20","53.50","53.20","0.17K","0.02%"
"01/23/2019","53.71","54.03","54.03","53.21","0.16K","-0.17%"
"01/22/2019","53.80","53.51","53.88","53.32","2.32K","-0.81%"
"01/21/2019","54.24","53.66","54.48","53.58","","1.10%"
"01/20/2019","53.65","53.97","54.05","53.59","","0.49%"
"01/18/2019","53.39","54.15","54.15","53.37","0.22K","-1.02%"
"01/17/2019","53.94","53.95","54.17","53.95","0.21K","-1.14%"
"01/16/2019","54.56","54.25","54.62","54.09","0.31K","0.68%"
"01/15/2019","54.19","54.19","54.19","54.19","0.47K","1.16%"
"01/14/2019","53.57","54.14","54.28","53.65","0.37K","-1.02%"
"01/11/2019","54.12","54.86","54.89","53.99","0.15K","-1.92%"
"01/10/2019","55.18","55.17","55.17","54.88","0.28K","-0.54%"
"01/09/2019","55.48","54.38","55.71","54.38","1.28K","2.27%"
"01/08/2019","54.25","53.84","53.92","53.80","0.37K","1.84%"
"01/07/2019","53.27","54.35","54.37","54.35","0.27K","-0.17%"
"01/04/2019","53.36","53.61","53.91","53.10","0.24K","0.58%"
"01/03/2019","53.05","52.35","53.12","52.18","0.30K","0.70%"
"01/02/2019","52.68","51.44","53.00","51.24","0.16K","14.80%"
"01/01/2019","45.89","45.77","45.95","45.73","","-11.53%"
"12/31/2018","51.87","51.86","51.86","50.92","0.10K","2.03%"
"12/28/2018","50.84","50.84","50.84","50.84","0.07K","-0.41%"
"12/27/2018","51.05","51.09","51.17","51.09","0.09K","-3.00%"
"12/26/2018","52.63","50.50","51.99","50.45","0.25K","21.94%"
"12/25/2018","43.16","43.00","43.25","42.88","","-13.66%"
"12/24/2018","49.99","50.51","50.51","50.00","0.37K","-1.94%"
"12/21/2018","50.98","50.99","51.40","50.99","0.09K","0.20%"
"12/20/2018","50.88","51.25","51.70","51.05","0.28K","-1.20%"
"12/19/2018","51.50","50.50","51.88","50.50","0.75K","2.06%"
"12/18/2018","50.46","52.00","52.00","50.20","0.81K","-3.48%"
"12/17/2018","52.28","53.00","53.00","51.87","0.16K","0.29%"
"12/14/2018","52.13","51.96","52.03","51.85","0.10K","-1.14%"
"12/13/2018","52.73","52.34","52.80","52.17","0.10K","1.42%"
"12/12/2018","51.99","51.98","52.47","51.98","0.95K","0.39%"
"12/11/2018","51.79","51.51","52.06","51.51","0.16K","0.37%"
"12/10/2018","51.60","52.66","52.66","51.75","0.80K","-2.44%"
"12/07/2018","52.89","52.49","54.15","52.37","0.34K","-0.60%"
"12/06/2018","53.21","52.46","53.46","52.46","0.32K","-1.15%"
"12/05/2018","53.83","53.83","53.83","53.83","0.11K","-0.52%"
"12/04/2018","54.11","54.98","54.98","54.60","0.31K","0.59%"
"12/03/2018","53.79","53.60","54.00","53.60","0.35K","2.63%"
"11/30/2018","52.41","53.75","53.75","52.65","0.48K","-2.76%"
"11/29/2018","53.90","54.36","54.36","53.81","0.18K","0.84%"
"11/28/2018","53.45","53.77","54.49","53.33","0.54K","0.28%"
"11/27/2018","53.30","53.50","54.22","52.82","1.04K","1.31%"
"11/26/2018","52.61","52.79","53.38","52.57","1.09K","0.98%"
"11/23/2018","52.10","54.32","54.32","51.88","0.83K","-3.55%"
"11/22/2018","54.02","54.64","54.82","53.53","","-0.24%"
"11/21/2018","54.15","53.10","54.87","53.10","0.68K","1.84%"
"11/20/2018","53.17","56.90","56.90","53.02","0.68K","-6.29%"
"11/19/2018","56.74","56.39","56.73","56.39","0.59K","0.14%"
"11/16/2018","56.66","57.33","57.33","56.60","0.28K","-0.54%"
"11/15/2018","56.97","58.00","58.00","56.74","0.18K","-2.50%"
"11/14/2018","58.43","57.90","58.95","57.90","0.10K","0.81%"
"11/13/2018","57.96","59.35","59.35","56.90","0.51K","-3.24%"
"11/12/2018","59.90","59.80","59.84","59.60","0.16K","-0.27%"
"11/09/2018","60.06","59.36","60.28","59.08","1.11K","-0.61%"
"11/08/2018","60.43","61.10","61.10","59.85","0.47K","-0.72%"
"11/07/2018","60.87","58.50","60.75","58.50","0.60K","4.79%"
"11/06/2018","58.09","58.20","58.22","57.48","0.14K","1.10%"
"11/05/2018","57.46","57.32","57.60","57.21","0.12K","0.77%"
"11/02/2018","57.02","56.60","56.65","56.50","0.49K","0.44%"
"11/01/2018","56.77","58.02","58.20","56.50","0.26K","-2.44%"
"10/31/2018","58.19","58.51","58.72","58.00","0.14K","-0.65%"
"10/30/2018","58.57","59.49","59.49","58.50","0.13K","-1.76%"
"10/29/2018","59.62","59.46","59.50","59.25","0.29K","0.57%"
"10/26/2018","59.28","59.23","59.40","59.23","0.11K","1.45%"
"10/25/2018","58.43","58.43","58.43","58.43","0.02K","0.22%"
"10/24/2018","58.30","58.29","58.29","58.19","0.58K","0.09%"
"10/23/2018","58.25","58.00","58.15","58.00","1.24K","-1.62%"
"10/22/2018","59.21","58.28","59.00","58.28","0.66K","2.07%"
"10/19/2018","58.01","58.25","58.47","57.71","1.41K","0.96%"
"10/18/2018","57.46","57.60","57.99","57.44","0.19K","-0.38%"
"10/17/2018","57.68","57.75","57.75","57.65","0.47K","-1.05%"
"10/16/2018","58.29","58.00","58.74","58.00","0.39K","0.33%"
"10/15/2018","58.10","59.25","59.25","58.00","0.68K","-1.24%"
"10/12/2018","58.83","60.00","60.00","60.00","0.98K","-0.56%"
"10/11/2018","59.16","60.10","60.10","58.90","0.47K","-2.33%"
"10/10/2018","60.57","62.10","62.10","60.61","0.47K","-2.43%"
"10/09/2018","62.08","61.80","62.02","61.80","0.44K","0.89%"
"10/08/2018","61.53","61.25","61.75","61.25","0.06K","0.02%"
"10/05/2018","61.52","61.50","61.75","61.50","0.20K","0.64%"
"10/04/2018","61.13","61.13","61.13","61.13","0.37K","-1.88%"
"10/03/2018","62.30","60.94","62.32","60.94","0.28K","2.10%"
"10/02/2018","61.02","60.80","60.97","60.80","1.07K","0.08%"
"10/01/2018","60.97","60.10","61.06","60.10","0.14K","1.84%"
"09/28/2018","59.87","59.69","60.03","59.69","0.31K","0.86%"
"09/27/2018","59.36","59.25","59.30","59.25","0.05K","0.75%"
"09/26/2018","58.92","58.82","58.95","58.82","0.02K","-0.41%"
"09/25/2018","59.16","59.00","59.00","58.86","0.09K","0.78%"
"09/24/2018","58.70","58.49","58.63","58.49","0.81K","1.07%"
"09/21/2018","58.08","58.25","58.43","57.86","0.33K","-0.10%"
"09/20/2018","58.14","58.36","58.39","58.00","0.15K","-0.41%"
"09/19/2018","58.38","58.15","58.58","58.14","0.14K","0.22%"
"09/18/2018","58.25","58.57","58.57","58.20","0.08K","0.17%"
"09/17/2018","58.15","58.49","58.49","57.95","0.05K","0.47%"
"09/14/2018","57.88","57.13","57.50","57.13","0.06K","0.80%"
"09/13/2018","57.42","57.37","57.37","57.00","0.33K","-1.15%"
"09/12/2018","58.09","57.83","58.00","56.96","0.26K","1.26%"
"09/11/2018","57.37","56.66","57.05","56.60","0.10K","1.18%"
"09/10/2018","56.70","56.90","56.97","56.52","0.12K","0.14%"
"09/07/2018","56.62","56.75","56.76","56.38","0.11K","0.18%"
"09/06/2018","56.52","57.08","57.08","56.21","0.54K","-0.79%"
"09/05/2018","56.97","57.31","57.31","56.95","0.21K","-0.78%"
"09/04/2018","57.42","57.48","57.48","57.15","0.08K","-18.11%"
"09/03/2018","70.12","69.91","70.20","69.54","","0.29%"
"09/02/2018","69.92","69.91","69.99","69.88","","22.28%"
"08/31/2018","57.18","57.21","57.21","57.07","0.05K","-0.76%"
"08/30/2018","57.62","57.73","57.73","57.58","0.56K","-0.10%"
"08/29/2018","57.68","57.97","58.04","57.75","0.08K","0.26%"
"08/28/2018","57.53","57.61","57.65","57.45","0.15K","-0.14%"
"08/27/2018","57.61","57.68","57.68","57.62","0.00K","0.23%"
"08/24/2018","57.48","57.49","57.81","57.37","0.09K","0.65%"
"08/23/2018","57.11","56.93","57.04","56.90","0.03K","0.23%"
"08/22/2018","56.98","56.98","56.98","56.98","0.06K","1.79%"
"08/21/2018","55.98","56.09","56.09","56.09","0.02K","-0.20%"
"08/20/2018","56.09","56.09","56.09","56.09","0.01K","0.00%"
"08/17/2018","56.09","56.09","56.09","56.09","0.01K","0.47%"
"08/16/2018","55.83","55.79","55.79","55.79","0.15K","0.54%"
"08/15/2018","55.53","55.28","55.35","55.28","0.30K","-0.95%"
"08/14/2018","56.06","55.87","55.87","55.87","0.04K","0.70%"
"08/13/2018","55.67","55.67","55.67","55.67","0.05K","-0.55%"
"08/10/2018","55.98","56.09","56.13","56.09","0.58K","-0.25%"
"08/09/2018","56.12","55.95","56.10","55.95","0.19K","0.56%"
"08/08/2018","55.81","56.39","56.39","55.65","0.05K","-2.09%"
"08/07/2018","57.00","56.90","57.10","56.85","0.05K","1.03%"
"08/06/2018","56.42","56.70","56.73","56.45","0.10K","0.64%"
"08/03/2018","56.06","56.00","56.21","56.00","0.08K","0.23%"
"08/02/2018","55.93","55.81","56.25","55.77","0.19K","0.72%"
"08/01/2018","55.53","56.01","56.01","55.53","0.16K","-1.19%"
"07/31/2018","56.20","55.98","55.98","55.98","0.02K","-0.65%"
"07/30/2018","56.57","56.96","56.96","56.96","0.06K","-0.07%"
"07/27/2018","56.61","56.90","56.90","56.90","0.12K","-0.88%"
"07/26/2018","57.11","56.92","57.03","56.73","0.17K","0.42%"
"07/25/2018","56.87","56.89","57.01","56.75","0.07K","0.53%"
"07/24/2018","56.57","56.20","56.20","56.20","0.11K","1.09%"
"07/23/2018","55.96","55.33","55.90","55.33","0.06K","1.84%"
"07/20/2018","54.95","54.82","54.82","54.82","0.03K","0.31%"
"07/19/2018","54.78","54.60","54.60","54.20","0.25K","0.15%"
"07/18/2018","54.70","54.30","54.55","54.30","0.05K","1.20%"
"07/17/2018","54.05","53.80","54.25","53.80","0.04K","0.76%"
"07/16/2018","53.64","54.50","54.50","53.60","0.18K","-3.16%"
"07/13/2018","55.39","55.70","55.70","55.25","0.32K","-0.49%"
"07/12/2018","55.66","56.00","56.18","56.00","0.08K","1.40%"
"07/11/2018","54.89","56.01","56.01","55.10","0.61K","-1.98%"
"07/10/2018","56.00","56.50","56.50","56.50","0.05K","-0.14%"
"07/09/2018","56.08","56.24","56.24","56.19","0.55K","0.29%"
"07/06/2018","55.92","56.05","56.05","56.05","0.08K","0.63%"
"07/05/2018","55.57","55.75","55.75","55.60","0.38K","-25.04%"
"07/04/2018","74.13","74.62","74.76","73.52","","34.59%"
"07/03/2018","55.08","55.50","55.50","54.70","0.15K","-0.27%"
"07/02/2018","55.23","54.85","55.68","54.76","0.12K","-0.40%"
"06/29/2018","55.45","56.20","56.21","55.65","0.05K","-1.07%"
"06/28/2018","56.05","56.45","56.55","56.25","0.19K","-0.97%"
"06/27/2018","56.60","56.31","57.04","56.31","0.13K","0.12%"
"06/26/2018","56.53","56.30","56.59","56.30","0.05K","1.80%"
"06/25/2018","55.53","54.85","55.12","54.85","0.02K","0.16%"
"06/22/2018","55.44","55.00","55.20","55.00","0.06K","2.01%"
"06/21/2018","54.35","54.75","54.75","54.31","0.33K","-0.35%"
"06/20/2018","54.54","54.79","54.79","54.53","0.04K","-0.09%"
"06/19/2018","54.59","54.59","54.59","54.59","0.01K","-0.58%"
"06/18/2018","54.91","54.24","54.58","54.24","0.05K","1.40%"
"06/15/2018","54.15","54.75","54.75","54.09","0.13K","-2.64%"
"06/14/2018","55.62","56.76","56.76","55.40","0.61K","-1.57%"
"06/13/2018","56.51","55.55","55.96","55.55","0.04K","1.93%"
"06/12/2018","55.44","55.71","55.71","55.25","0.02K","-0.29%"
"06/11/2018","55.60","54.92","55.35","54.92","0.05K","0.58%"
"06/08/2018","55.28","55.01","55.10","55.01","0.28K","0.40%"
"06/07/2018","55.06","54.51","54.74","54.51","0.15K","0.86%"
"06/06/2018","54.59","54.51","54.79","54.50","0.07K","-0.58%"
"06/05/2018","54.91","54.90","54.90","54.79","0.10K","0.22%"
"06/04/2018","54.79","55.21","55.40","54.80","0.06K","-0.71%"
"06/01/2018","55.18","54.08","55.04","54.08","0.05K","1.77%"
"05/31/2018","54.22","53.76","53.99","53.40","0.61K","0.09%"
"05/30/2018","54.17","54.22","54.25","54.22","0.08K","0.59%"
"05/29/2018","53.85","53.01","53.77","53.01","0.05K","-19.69%"
"05/28/2018","67.05","67.39","67.41","65.81","","-0.46%"
"05/27/2018","67.36","67.44","67.48","67.02","","25.02%"
"05/25/2018","53.88","55.10","55.10","53.80","0.39K","-1.93%"
"05/24/2018","54.94","55.00","55.00","54.50","0.96K","-0.56%"
"05/23/2018","55.25","55.64","55.64","55.00","0.56K","-0.86%"
"05/22/2018","55.73","56.00","56.00","55.39","0.10K","-0.29%"
"05/21/2018","55.89","55.85","56.10","55.85","1.23K","1.05%"
"05/18/2018","55.31","55.51","55.51","55.03","1.12K","0.64%"
"05/17/2018","54.96","54.46","55.25","54.20","0.05K","1.03%"
"05/16/2018","54.40","54.57","54.57","54.35","0.12K","-0.09%"
"05/15/2018","54.45","53.91","54.52","53.91","0.75K","1.13%"
"05/14/2018","53.84","53.84","53.84","53.84","0.13K","0.62%"
"05/11/2018","53.51","53.51","53.51","53.51","0.06K","0.39%"
"05/10/2018","53.30","53.15","53.15","52.88","0.06K","0.68%"
"05/09/2018","52.94","52.52","52.99","52.52","0.13K","2.04%"
"05/08/2018","51.88","52.20","52.20","51.00","0.32K","-0.88%"
"05/07/2018","52.34","52.15","52.15","52.15","0.03K","0.81%"
"05/04/2018","51.92","51.52","52.00","51.52","0.17K","1.31%"
"05/03/2018","51.25","50.84","51.22","50.84","0.02K","0.89%"
"05/02/2018","50.80","50.70","50.85","50.70","0.02K","-0.06%"
"05/01/2018","50.83","50.96","51.05","50.85","0.03K","-0.51%"
"04/30/2018","51.09","50.59","51.25","50.49","0.18K","0.31%"
"04/27/2018","50.93","50.82","50.92","50.81","0.12K","-0.66%"
"04/26/2018","51.27","51.07","51.20","51.02","0.54K","-0.06%"
"04/25/2018","51.30","51.23","51.30","51.00","0.16K","0.14%"
"04/24/2018","51.23","51.60","51.63","51.25","0.16K","-0.76%"
"04/23/2018","51.62","51.50","51.66","51.50","0.20K","0.64%"
"04/20/2018","51.29","51.29","51.29","51.29","0.12K","-0.02%"
"04/19/2018","51.30","51.03","51.11","51.03","0.06K","0.65%"
"04/18/2018","50.97","50.89","50.89","50.70","0.15K","0.08%"
"04/17/2018","50.93","50.71","50.71","50.71","0.08K","0.14%"
"04/16/2018","50.86","50.65","50.81","50.65","0.09K","-0.06%"
"04/13/2018","50.89","50.75","50.90","50.75","0.08K","-0.14%"
"04/12/2018","50.96","50.99","50.99","50.82","0.05K","-0.64%"
"04/11/2018","51.29","50.84","51.41","50.74","0.14K","0.59%"
"04/10/2018","50.99","50.85","50.85","50.75","0.24K","0.63%"
"04/09/2018","50.67","50.54","50.54","50.54","0.09K","0.30%"
