Date,Open,High,Low,Close,Adj Close,Volume
2022-03-02,574.520020,590.530029,573.580017,585.780029,572.262878,2177100
2022-03-03,593.679993,593.700012,574.330017,578.599976,565.248474,2645400
2022-03-04,592.789978,605.909973,584.010010,595.989990,582.237244,4475700
2022-03-07,597.080017,598.780029,570.000000,570.700012,557.530884,2649400
2022-03-08,572.169983,596.049988,563.609985,575.950012,562.659668,2699300
2022-03-09,588.789978,601.640015,587.000000,597.020020,583.243469,2256000
2022-03-10,585.559998,590.020020,576.369995,587.729980,574.167908,1932300
2022-03-11,592.000000,594.429993,577.119995,577.849976,564.515808,1981300
2022-03-14,576.960022,579.979980,564.750000,567.799988,554.697754,2523400
2022-03-15,577.270020,596.760010,575.039978,592.760010,579.081787,2826000
2022-03-16,596.650024,607.710022,584.059998,607.119995,593.110413,2945400
2022-03-17,604.719971,607.000000,597.630005,602.669983,588.763123,1817400
2022-03-18,603.969971,613.210022,595.989990,610.409973,596.324524,4153800
2022-03-21,605.599976,605.599976,588.859985,601.289978,591.387146,2578900
2022-03-22,601.719971,613.500000,599.330017,611.340027,601.271667,1926200
2022-03-23,608.000000,611.369995,599.159973,599.380005,589.508606,1383900
2022-03-24,606.630005,627.219971,602.000000,626.429993,616.113159,2601600
2022-03-25,627.080017,630.409973,620.070007,628.869995,618.513000,1453800
2022-03-28,625.880005,633.299988,615.780029,632.880005,622.456909,1442700
2022-03-29,640.000000,645.309998,630.000000,641.469971,630.905396,2300100
2022-03-30,638.869995,644.289978,627.330017,631.090027,620.696411,1862600
2022-03-31,630.479980,639.000000,628.049988,629.679993,619.309570,2173100
2022-04-01,631.690002,634.570007,618.690002,626.979980,616.654053,1626700
2022-04-04,626.419983,636.719971,624.520020,634.849976,624.394470,1648400
2022-04-05,629.549988,632.260010,613.000000,614.119995,604.005859,1977800
2022-04-06,602.080017,611.590027,593.770020,602.000000,592.085449,2374200
2022-04-07,599.830017,607.640015,593.239990,603.049988,593.118164,1658300
2022-04-08,597.380005,598.590027,585.969971,587.000000,577.332520,2046400
2022-04-11,582.580017,589.280029,579.429993,580.609985,571.047791,2351200
2022-04-12,589.109985,598.590027,582.169983,585.070007,575.434326,1735000
2022-04-13,588.500000,596.710022,586.049988,592.539978,582.781250,2026600
2022-04-14,594.989990,597.059998,572.859985,573.849976,564.399109,2738500
2022-04-18,572.849976,591.219971,572.849976,586.500000,576.840759,2137500
2022-04-19,579.359985,598.700012,579.359985,597.619995,587.777588,1658100
2022-04-20,604.200012,613.429993,595.130005,597.719971,587.875916,1392000
2022-04-21,605.539978,615.869995,590.659973,592.729980,582.968140,2035200
2022-04-22,590.109985,598.739990,586.260010,586.950012,577.283386,2106400
2022-04-25,581.489990,588.760010,571.119995,587.880005,578.198059,2695900
2022-04-26,583.799988,585.460022,559.710022,560.070007,550.846069,3580900
2022-04-27,555.789978,570.080017,555.000000,559.539978,550.324768,1931300
2022-04-28,565.940002,585.020020,557.969971,578.940002,569.405273,2233400
2022-04-29,572.619995,578.280029,553.400024,554.390015,545.259644,2610800
2022-05-02,557.140015,577.640015,556.380005,576.349976,566.857910,2672500
2022-05-03,576.010010,586.750000,571.770020,581.169983,571.598511,1706400
2022-05-04,581.789978,604.070007,573.979980,603.659973,593.718079,2389600
2022-05-05,594.229980,597.869995,574.289978,579.989990,570.437988,3280600
2022-05-06,574.940002,589.979980,569.429993,580.099976,570.546143,2074500
2022-05-09,572.880005,578.000000,560.270020,562.919983,553.649109,3007400
2022-05-10,580.489990,591.150024,571.799988,581.390015,571.814941,2927100
2022-05-11,574.580017,584.690002,565.859985,567.109985,557.770081,2666000
2022-05-12,563.400024,573.609985,558.260010,571.570007,562.156616,2551800
2022-05-13,577.049988,591.590027,573.500000,588.239990,578.552063,1944900
2022-05-16,584.380005,589.140015,577.650024,582.669983,573.073853,1418900
2022-05-17,595.450012,609.000000,593.609985,608.150024,598.134216,2467600
2022-05-18,600.000000,600.719971,566.179993,570.570007,561.173096,3502400
2022-05-19,558.000000,560.750000,538.960022,546.210022,537.214294,3488400
2022-05-20,553.900024,554.989990,512.440002,543.190002,534.244080,4028100
2022-05-23,524.000000,535.570007,514.260010,526.359985,517.691223,5858600
2022-05-24,526.659973,528.869995,516.190002,524.200012,515.566833,2506000
2022-05-25,523.900024,537.450012,523.900024,531.630005,522.874451,1784200
2022-05-26,531.539978,554.570007,527.719971,550.659973,541.591003,3974300
2022-05-27,562.090027,585.460022,560.010010,583.280029,573.673828,3730100
2022-05-31,584.500000,587.030029,576.000000,580.130005,570.575684,3000900
2022-06-01,587.580017,590.940002,568.429993,573.619995,564.172913,1834500
2022-06-02,577.750000,577.770020,568.130005,576.739990,567.241516,2948800
2022-06-03,568.869995,569.599976,560.979980,563.320007,554.042542,2056200
2022-06-06,571.520020,572.719971,557.539978,561.229980,551.986938,1455700
2022-06-07,560.539978,574.539978,557.530029,572.989990,563.553284,1589500
2022-06-08,571.820007,576.270020,562.140015,565.359985,556.048889,2400400
2022-06-09,561.159973,573.640015,555.929993,556.219971,547.059387,1878700
2022-06-10,550.090027,551.039978,539.719971,541.270020,532.355652,2401800
2022-06-13,526.780029,533.000000,516.020020,517.619995,509.095154,3161900
2022-06-14,524.969971,524.969971,514.590027,520.169983,511.603149,2438000
2022-06-15,529.150024,533.830017,515.520020,526.710022,518.035461,1914100
2022-06-16,511.950012,514.429993,492.279999,497.179993,488.991791,3724400
2022-06-17,495.000000,500.359985,487.869995,498.649994,490.437592,4350400
2022-06-21,504.079987,510.910004,502.890015,503.769989,499.580933,2190100
2022-06-22,496.309998,503.769989,494.200012,496.100006,491.974701,2472100
2022-06-23,501.750000,501.750000,491.010010,496.579987,492.450714,1670700
2022-06-24,505.000000,511.799988,501.450012,509.089996,504.856689,2120100
2022-06-27,513.799988,514.039978,502.820007,505.709991,501.504791,1320700
2022-06-28,512.609985,514.150024,498.109985,498.450012,494.305176,1566700
2022-06-29,495.480011,495.929993,486.670013,490.410004,486.332031,1444400
2022-06-30,488.029999,493.739990,480.709991,485.809998,481.770264,1889000
2022-07-01,479.410004,484.269989,469.429993,477.839996,473.866547,2131500
2022-07-05,472.000000,476.929993,463.910004,476.299988,472.339355,2071100
2022-07-06,480.529999,487.049988,475.500000,482.609985,478.596863,2297500
2022-07-07,488.109985,501.390015,488.109985,498.540009,494.394440,2131900
2022-07-08,492.989990,499.630005,490.000000,498.690002,494.543182,1271300
2022-07-11,489.489990,491.619995,480.980011,482.859985,478.844788,2144900
2022-07-12,487.820007,492.600006,480.070007,481.369995,477.367188,2115900
2022-07-13,474.980011,485.640015,472.290009,481.730011,477.724213,1766500
2022-07-14,482.450012,486.679993,473.429993,484.640015,480.610016,1995700
2022-07-15,490.829987,494.739990,486.130005,494.459991,490.348328,1871400
2022-07-18,500.160004,502.410004,488.190002,491.059998,486.976624,1804200
2022-07-19,496.799988,511.350006,495.890015,509.000000,504.767426,2725700
2022-07-20,509.540009,517.609985,504.470001,511.769989,507.514404,2741200
2022-07-21,512.549988,517.809998,506.019989,517.679993,513.375244,1391200
2022-07-22,518.809998,519.789978,506.679993,512.520020,508.258179,1786700
2022-07-25,510.459991,513.320007,506.529999,513.109985,508.843262,1506100
2022-07-26,514.630005,516.809998,508.920013,511.089996,506.840057,1795800
2022-07-27,518.200012,530.190002,516.929993,527.789978,523.401184,2569900
2022-07-28,528.590027,536.520020,520.580017,533.609985,529.172791,1486700
2022-07-29,531.979980,537.830017,530.270020,535.479980,531.027222,1848200
2022-08-01,531.429993,539.789978,530.440002,536.369995,531.909851,1148500
2022-08-02,533.219971,539.200012,527.229980,531.210022,526.792786,1307200
2022-08-03,535.289978,548.000000,534.119995,546.739990,542.193604,1922800
2022-08-04,548.409973,553.150024,545.010010,552.799988,548.203186,1629300
2022-08-05,544.900024,552.000000,543.280029,551.440002,546.854553,1435700
2022-08-08,549.349976,552.989990,538.739990,545.530029,540.993713,1372200
2022-08-09,539.090027,539.349976,527.750000,532.799988,528.369507,2007200
2022-08-10,546.059998,551.020020,539.239990,550.409973,545.833069,1951900
2022-08-11,553.950012,557.770020,544.250000,545.429993,540.894470,1426800
2022-08-12,547.809998,558.409973,545.650024,558.229980,553.588074,1839900
2022-08-15,554.229980,559.789978,550.500000,558.960022,554.312012,1432900
2022-08-16,557.520020,557.940002,546.010010,551.650024,547.062805,1478200
2022-08-17,544.369995,544.710022,531.039978,538.590027,534.111389,1902200
2022-08-18,543.409973,560.559998,541.630005,558.450012,553.806274,2345900
2022-08-19,550.859985,555.580017,547.869995,548.429993,543.869568,1692300
2022-08-22,542.570007,543.090027,527.049988,528.750000,524.353210,1855500
2022-08-23,533.849976,537.619995,528.909973,529.780029,525.374695,900300
2022-08-24,529.559998,531.299988,523.440002,530.840027,526.425842,1188300
2022-08-25,533.450012,550.479980,532.260010,550.130005,545.555420,1734500
2022-08-26,548.840027,550.989990,520.000000,520.859985,516.528809,2568200
2022-08-29,520.000000,522.739990,512.000000,514.179993,509.904358,1658000
2022-08-30,516.840027,517.909973,501.390015,506.390015,502.179169,1828200
2022-08-31,510.160004,510.160004,496.540009,499.109985,494.959656,3244500
2022-09-01,491.470001,493.290009,480.839996,492.010010,487.918732,3193000
2022-09-02,518.000000,519.809998,498.299988,500.220001,496.060455,4040800
2022-09-06,498.529999,504.000000,490.369995,498.200012,494.057251,2473800
2022-09-07,502.910004,509.429993,499.079987,505.130005,500.929626,2044000
2022-09-08,502.600006,512.739990,498.700012,511.929993,507.673065,2253500
2022-09-09,515.440002,525.969971,515.440002,522.400024,518.056030,2301900
2022-09-12,526.750000,531.260010,524.559998,529.059998,524.660645,1815700
2022-09-13,513.840027,518.270020,501.679993,503.649994,499.461914,3513600
2022-09-14,507.130005,513.000000,502.769989,510.750000,506.502899,2060500
2022-09-15,508.929993,511.559998,497.279999,500.140015,495.981140,3657400
2022-09-16,497.720001,503.690002,489.859985,502.500000,498.321503,5899700
2022-09-19,494.420013,503.390015,494.420013,501.839996,497.666962,1794800
2022-09-20,496.000000,498.829987,489.720001,493.059998,488.959991,1713200
2022-09-21,490.989990,499.880005,481.769989,482.140015,482.140015,2066900
2022-09-22,482.429993,483.209991,473.000000,477.609985,477.609985,2354000
2022-09-23,474.950012,477.989990,462.000000,468.679993,468.679993,2964200
2022-09-26,468.980011,473.299988,461.309998,462.260010,462.260010,1936100
2022-09-27,469.549988,469.890015,456.510010,464.750000,464.750000,1785000
2022-09-28,461.339996,468.750000,456.350006,465.959991,465.959991,2760500
2022-09-29,460.899994,461.369995,444.880005,450.130005,450.130005,3999700
2022-09-30,449.059998,457.820007,443.640015,444.010010,444.010010,2719100
2022-10-03,449.239990,460.950012,446.970001,456.779999,456.779999,2147900
2022-10-04,468.500000,480.160004,465.859985,479.859985,479.859985,2727700
2022-10-05,472.549988,488.089996,471.459991,484.799988,484.799988,1849300
